Lookback,Observations,Total Return,Annualized Return,Annualized Volatility,Sharpe,Maximum Drawdown,Average Turnover
20,273,-0.19591479610941187,-0.19051913414350094,0.1461535019938365,-1.303555040039584,-0.24300106849820835,0.26373626373626374
60,273,0.028809952917548287,0.037470241197365035,0.15044242740251876,0.24906698093291796,-0.13855276754547496,0.14652014652014653
120,273,-0.124506946923156,-0.11203076701927164,0.14622438454261533,-0.7661565297039882,-0.14544662203519843,0.11721611721611722
252,273,-0.11106007065828716,-0.09652049714366558,0.15599319554622756,-0.6187481242735511,-0.19542643089211398,0.10622710622710622
