Date,gross_return,turnover,transaction_cost,net_return,benchmark_return
2026-01-21,0.021358473590048943,0.0,0.0,0.021358473590048943,0.0002537376604122195
2026-01-22,-0.004625833168584115,0.0,0.0,-0.004625833168584115,0.008411242227680601
2026-01-23,-0.020362058441279363,0.0,0.0,-0.020362058441279363,0.007894512900569159
2026-01-26,0.0034803130742031563,0.0,0.0,0.0034803130742031563,0.01841975361067612
2026-01-27,-0.009015497060794964,0.0,0.0,-0.009015497060794964,0.012323459818129065
2026-01-28,0.0010896055897284818,0.0,0.0,0.0010896055897284818,-0.0001788923277814177
2026-01-29,0.0532989754666473,0.0,0.0,0.0532989754666473,-0.02869661557766645
2026-01-30,0.0033328729952917246,0.0,0.0,0.0033328729952917246,-0.0011659407004465845
2026-02-02,0.016458248331488567,0.0,0.0,0.016458248331488567,0.013777768238308822
2026-02-03,0.008570859316660684,0.0,0.0,0.008570859316660684,-0.014088338358877609
2026-02-04,-0.013440649758032774,0.0,0.0,-0.013440649758032774,0.004541857875322204
2026-02-05,0.022083875370962847,0.0,0.0,0.022083875370962847,-0.01900497843988484
2026-02-06,-0.02215179287699537,0.0,0.0,-0.02215179287699537,0.0005522800891762195
2026-02-09,-0.013269695460732644,0.0,0.0,-0.013269695460732644,0.007666354257047721
2026-02-10,-0.008450348486915948,0.0,0.0,-0.008450348486915948,-0.007306451104810392
2026-02-11,-0.0011915405463244766,0.0,0.0,-0.0011915405463244766,-0.012934698172952749
2026-02-12,-2.3207673048641908e-05,0.0,0.0,-2.3207673048641908e-05,-0.020847186269197238
2026-02-13,-0.00466041967467451,0.0,0.0,-0.00466041967467451,-0.011547428425615625
2026-02-17,-0.0004946257488976369,0.0,0.0,-0.0004946257488976369,0.002817312001192248
2026-02-18,-0.001283368429323306,0.0,0.0,-0.001283368429323306,0.004340923892060644
2026-02-19,0.0006352089405201045,0.0,0.0,0.0006352089405201045,-0.006232227900448158
2026-02-20,0.021569857970024586,0.0,0.0,0.021569857970024586,0.0174387730586284
2026-02-23,0.010521189688142751,0.0,0.0,0.010521189688142751,-0.01238506541555003
2026-02-24,-0.0068382877845935,0.0,0.0,-0.0068382877845935,0.010759731763810029
2026-02-25,-0.011070090379535769,1.0,0.001,-0.01207009037953577,0.014644286234755407
2026-02-26,-0.0037317105332411726,0.0,0.0,-0.0037317105332411726,-0.006504409156351569
2026-02-27,-0.0048882742474441465,0.0,0.0,-0.0048882742474441465,-0.013411613978718484
2026-03-02,-0.015800651467449633,1.0,0.001,-0.016800651467449634,9.920685852556529e-06
2026-03-03,-0.01154523870811669,0.0,0.0,-0.01154523870811669,8.104694492857185e-05
2026-03-04,-0.002313210107752983,0.0,0.0,-0.002313210107752983,-0.0010005696896242162
2026-03-05,-0.010473371782894647,0.0,0.0,-0.010473371782894647,-0.000797654426457998
2026-03-06,-0.0018277414464274444,0.0,0.0,-0.0018277414464274444,-0.007634774229454762
2026-03-09,0.012581272422825807,0.0,0.0,0.012581272422825807,0.012254255814263315
2026-03-10,0.005567439614100611,0.0,0.0,0.005567439614100611,-0.0010133746915343596
2026-03-11,0.0037876157074449024,0.0,0.0,0.0037876157074449024,0.0010536712288349663
2026-03-12,-0.0046119317120248415,0.0,0.0,-0.0046119317120248415,-0.01450153943827944
2026-03-13,0.005759080512808601,0.0,0.0,0.005759080512808601,-0.013979244728401915
2026-03-16,-0.000136442496011413,0.0,0.0,-0.000136442496011413,0.010923145657091885
2026-03-17,0.00944586590145341,0.0,0.0,0.00944586590145341,0.007256161560258619
2026-03-18,0.004344807938808648,0.0,0.0,0.004344807938808648,-0.015447049457113652
2026-03-19,0.002625050220815217,0.0,0.0,0.002625050220815217,-0.004270356255893819
2026-03-20,-0.0007897286321393859,0.0,0.0,-0.0007897286321393859,-0.014078233671888504
2026-03-23,0.0002812362350096409,0.0,0.0,0.0002812362350096409,0.0068647297387278705
2026-03-24,-0.005840333279798993,0.0,0.0,-0.005840333279798993,-0.021553748290535062
2026-03-25,0.003123957657921228,0.0,0.0,0.003123957657921228,0.0003402426530875191
2026-03-26,-0.010371303524598252,0.0,0.0,-0.010371303524598252,-0.015667465990673406
2026-03-27,0.004482816453638516,1.0,0.001,0.003482816453638516,-0.02157825027260037
2026-03-30,-0.00743013672512044,0.0,0.0,-0.00743013672512044,-0.001881783484480611
2026-03-31,-0.0010988819051259702,0.0,0.0,-0.0010988819051259702,0.03722270901631323
2026-04-01,0.0047056289242543015,0.0,0.0,0.0047056289242543015,0.013091029907853935
2026-04-02,-0.00496922789322396,0.0,0.0,-0.00496922789322396,0.0022533225830116224
2026-04-06,0.00652050474590854,0.0,0.0,0.00652050474590854,0.008067587914295257
2026-04-07,-0.00956194737001681,0.0,0.0,-0.00956194737001681,-0.0013515035235625767
2026-04-08,0.007911087955387641,0.0,0.0,0.007911087955387641,0.02186935400125208
2026-04-09,0.0047536906341029694,0.0,0.0,0.0047536906341029694,0.00215416102990292
2026-04-10,0.002929313728032734,0.0,0.0,0.002929313728032734,-0.003286725281250439
2026-04-13,-0.020657450053195303,0.0,0.0,-0.020657450053195303,0.014772097961494332
2026-04-14,-0.012082988151687735,0.0,0.0,-0.012082988151687735,0.019137748207845195
2026-04-15,-0.008352814072847159,0.0,0.0,-0.008352814072847159,0.02935916440822776
2026-04-16,-0.016677979872109006,0.0,0.0,-0.016677979872109006,0.002449280103706893
2026-04-17,0.009955030730696146,0.0,0.0,0.009955030730696146,0.016264820845110457
2026-04-20,0.010799744855826854,0.0,0.0,0.010799744855826854,-0.004398728683562947
2026-04-21,-0.019881894472330575,0.0,0.0,-0.019881894472330575,-0.008611171886647173
2026-04-22,0.00282319896155514,0.0,0.0,0.00282319896155514,0.022702594916552094
2026-04-23,0.020306347795353674,0.0,0.0,0.020306347795353674,-0.013325453142116528
2026-04-24,-0.015001301587113824,0.0,0.0,-0.015001301587113824,0.009642077877776045
2026-04-27,-0.006599409357095853,0.0,0.0,-0.006599409357095853,0.0016635289305210188
2026-04-28,0.0005780377851394292,0.0,0.0,0.0005780377851394292,0.006804506751580508
2026-04-29,0.004582121859196986,0.0,0.0,0.004582121859196986,-0.004232107467441885
2026-04-30,0.04762472841303644,2.0,0.002,0.04562472841303644,0.021562569494939326
2026-05-01,-0.007009723125336986,1.0,0.001,-0.008009723125336987,0.017012937831307157
2026-05-04,-0.0021738753766393226,0.0,0.0,-0.0021738753766393226,-0.0067068061859450285
2026-05-05,-0.006517304440009641,1.0,0.001,-0.007517304440009641,0.011550324497160943
2026-05-06,0.006511348623673419,0.0,0.0,0.006511348623673419,0.014243373830692777
2026-05-07,-0.008288240166942629,1.0,0.001,-0.00928824016694263,0.005360593169824401
2026-05-08,0.010244121146339047,0.0,0.0,0.010244121146339047,0.004696386201368734
2026-05-11,-0.01220666202765025,0.0,0.0,-0.01220666202765025,-0.01281574533971678
2026-05-12,0.004265340961252473,0.0,0.0,0.004265340961252473,-0.0026419368438000226
2026-05-13,0.02284988026521184,0.0,0.0,0.02284988026521184,0.01564987762648225
2026-05-14,-0.0071320684834293435,0.0,0.0,-0.0071320684834293435,0.0014520837127859714
2026-05-15,-0.020601106167957683,0.0,0.0,-0.020601106167957683,0.00886106268305383
2026-05-18,-0.0017181721561643215,0.0,0.0,-0.0017181721561643215,-0.00123924233096262
2026-05-19,-0.004464604714805975,0.0,0.0,-0.004464604714805975,-0.011344834533636846
2026-05-20,-0.00274787938089871,0.0,0.0,-0.00274787938089871,0.007638569769181795
2026-05-21,0.0007322784446731623,0.0,0.0,0.0007322784446731623,0.00039085463387407887
2026-05-22,-0.005428723402761071,0.0,0.0,-0.005428723402761071,-0.00026040841023233785
2026-05-26,0.010750149135133225,0.0,0.0,0.010750149135133225,0.002592351092340276
2026-05-27,0.003973883140548362,0.0,0.0,0.003973883140548362,-1.061789517731171e-05
2026-05-28,-0.015678743567476783,0.0,0.0,-0.015678743567476783,0.014461470072762847
2026-05-29,-0.039772561639333015,0.0,0.0,-0.039772561639333015,0.009305590206103184
2026-06-01,-0.016635148183540838,0.0,0.0,-0.016635148183540838,-0.002010568541782387
2026-06-02,0.0015673285444652296,0.0,0.0,0.0015673285444652296,-0.017089962486899757
2026-06-03,0.007991581679924586,1.0,0.001,0.0069915816799245864,-0.018410722859225775
2026-06-04,0.0007324847842512527,0.0,0.0,0.0007324847842512527,0.013852559034787548
2026-06-05,0.008375996073889114,1.0,0.001,0.007375996073889114,-0.01630605381389331
2026-06-08,-0.0011662387367331606,0.0,0.0,-0.0011662387367331606,-0.014955965384710224
2026-06-09,0.011423030348928831,0.0,0.0,0.011423030348928831,-0.018020869889672702
2026-06-10,-0.0033178751375131377,0.0,0.0,-0.0033178751375131377,-0.011028349339662272
2026-06-11,0.010783465332160902,0.0,0.0,0.010783465332160902,4.119103436228677e-05
2026-06-12,-0.008123238760461893,1.0,0.001,-0.009123238760461894,-0.002952785611766854
2026-06-15,0.0019003024726602646,1.0,0.001,0.0009003024726602646,0.022713329855526137
2026-06-16,0.012696495316981748,0.0,0.0,0.012696495316981748,0.0017462393518575074
2026-06-17,0.0062697116416572385,0.0,0.0,0.0062697116416572385,-0.024741276289294678
2026-06-18,0.005180946326364122,0.0,0.0,0.005180946326364122,0.00663629801690635
2026-06-22,-0.00903651679973655,0.0,0.0,-0.00903651679973655,-0.028334230001923255
2026-06-23,-0.014059572571026024,0.0,0.0,-0.014059572571026024,-0.0004364683217311649
2026-06-24,0.010125300517023816,0.0,0.0,0.010125300517023816,-0.009749899521552918
2026-06-25,0.014991660958553421,0.0,0.0,0.014991660958553421,-0.03343762828459588
2026-06-26,-0.03773445407000281,0.0,0.0,-0.03773445407000281,0.023352809970847876
2026-06-29,0.029995340384492142,0.0,0.0,0.029995340384492142,0.009735874173910863
2026-06-30,-0.0007774078072884105,0.0,0.0,-0.0007774078072884105,0.01654625920731904
2026-07-01,-0.009720441465519314,0.0,0.0,-0.009720441465519314,0.019426615514109995
2026-07-02,-0.009879553011808762,0.0,0.0,-0.009879553011808762,0.02032263276389923
2026-07-06,0.011330512773015944,1.0,0.001,0.010330512773015943,0.007217793974998628
2026-07-07,-0.005913364765576357,0.0,0.0,-0.005913364765576357,0.00019623397481827176
2026-07-08,0.011466188775905828,0.0,0.0,0.011466188775905828,-0.006426486912292861
2026-07-09,0.003184729233762451,0.0,0.0,0.003184729233762451,0.001106363044155012
2026-07-10,-0.002385699087433635,0.0,0.0,-0.002385699087433635,-0.0018951775120531107
2026-07-13,-0.004491839774463102,0.0,0.0,-0.004491839774463102,0.002843712499160267
2026-07-14,0.0038889808285705874,0.0,0.0,0.0038889808285705874,-0.0011208936331454182
2026-07-15,0.006173782216089441,0.0,0.0,0.006173782216089441,0.03322657700488296
2026-07-16,0.0018808683338757959,0.0,0.0,0.0018808683338757959,-0.004320769982767055
2026-07-17,0.00979520206487322,0.0,0.0,0.00979520206487322,-0.012801581008251128
2026-07-20,-0.02146557524029724,0.0,0.0,-0.02146557524029724,0.005045543333538349
2026-07-21,0.007403312855604749,0.0,0.0,0.007403312855604749,-0.007171515732128005
2026-07-22,0.006492537104479945,0.0,0.0,0.006492537104479945,-0.012950114243536981
2026-07-23,0.004731066920366067,0.0,0.0,0.004731066920366067,-0.03558269088626712
2026-07-24,0.017501156119681838,0.0,0.0,0.017501156119681838,0.014028035799343938
2026-07-27,-0.003852986491609145,0.0,0.0,-0.003852986491609145,0.01746592123770589
2026-07-28,-0.0007568005020853752,0.0,0.0,-0.0007568005020853752,0.014075529147706675
2026-07-29,-0.00727367867887263,1.0,0.001,-0.008273678678872631,-0.0012371464980625395
2026-07-30,-0.002508344133117235,0.0,0.0,-0.002508344133117235,0.04397805811016827
2026-07-31,-0.07044133833089139,0.0,0.0,-0.07044133833089139,0.007999396995242694
2026-08-03,0.00026956768728181313,1.0,0.001,-0.0007304323127181869,0.026790591985798806
2026-08-04,-0.0002513405031343563,0.0,0.0,-0.0002513405031343563,0.01376937986889574
2026-08-05,0.01472287796675864,0.0,0.0,0.01472287796675864,-0.015307232890877431
2026-08-06,0.019175411498174144,0.0,0.0,0.019175411498174144,0.005686302790610738
2026-08-07,0.004951839345205267,0.0,0.0,0.004951839345205267,-0.002146228311124654
2026-08-10,0.0015259497964443813,0.0,0.0,0.0015259497964443813,0.0016825209381496158
2026-08-11,0.016964681194378328,0.0,0.0,0.016964681194378328,-0.017896346054187145
2026-08-12,-0.010915813357942561,0.0,0.0,-0.010915813357942561,-0.01068933990810983
2026-08-13,0.0004140831562269298,0.0,0.0,0.0004140831562269298,0.009068037341974403
2026-08-14,-0.000825244223109145,0.0,0.0,-0.000825244223109145,-0.0007039446734123563
2026-08-17,-0.012443287146051252,0.0,0.0,-0.012443287146051252,-0.012327924564400572
2026-08-18,0.0010416641450879949,0.0,0.0,0.0010416641450879949,0.005925130077879019
2026-08-19,0.002026843933508049,0.0,0.0,0.002026843933508049,0.009669516094349184
2026-08-20,0.002611959518514395,0.0,0.0,0.002611959518514395,-0.011909189118498364
2026-08-21,-0.003919058573687129,0.0,0.0,-0.003919058573687129,0.0034205275549028156
2026-08-24,-0.0004869453415534686,0.0,0.0,-0.0004869453415534686,0.007006260452248207
2026-08-25,0.00609476736547665,0.0,0.0,0.00609476736547665,0.0014836618674709534
2026-08-26,0.011886363431636071,0.0,0.0,0.011886363431636071,0.002212280986315429
2026-08-27,0.01072723498917938,0.0,0.0,0.01072723498917938,0.005721591270865763
2026-08-28,-0.0003334837965548454,0.0,0.0,-0.0003334837965548454,0.016827735392189142
2026-08-31,0.004369023144525919,0.0,0.0,0.004369023144525919,-0.013985010464679148
2026-09-01,0.00019994671878792447,0.0,0.0,0.00019994671878792447,0.00033758579707721115
