Cost bps,Observations,Total Return,Annualized Return,Annualized Volatility,Sharpe,Maximum Drawdown,Average Turnover
0,226,0.20632760813983841,0.22941400461885952,0.20095094851448542,1.1416418101769863,-0.15191785227269528,0.06637168141592921
5,226,0.19734755941056847,0.2210511727604524,0.2008175286945898,1.1007563642346911,-0.1582157923879709,0.06637168141592921
10,226,0.18842938953754618,0.21268834090204533,0.20070634875611068,1.0596991187383644,-0.16448562983066561,0.06637168141592921
20,226,0.17077711858715627,0.1959626771852312,0.20055084907487206,0.9771221517594875,-0.1768958968393881,0.06637168141592921
