simulation_id,mean_daily_return,estimated_se,ci_lower,ci_upper,covers_trus_mean,t_statistic,p_value,reject_null,sample_sharpe
75,0.0005117308046380431,0.0006587548838217402,-0.0007856607385387991,0.0018091223478148852,True,0.7768151966771877,0.4379992607115192,False,0.7768151966771878
76,-0.0002686915750588147,0.0006796430739335942,-0.0016072215778796584,0.001069838427762029,True,-0.3953421808651693,0.6929261595441838,False,-0.39534218086516937
77,0.0008113398092646192,0.0005860875919532368,-0.000342936392757088,0.0019656160112863264,True,1.384332001571115,0.16748632098836885,False,1.3843320015711151
78,-0.0008384623083528566,0.0006346280550899886,-0.0020883370219334555,0.0004114124052277423,True,-1.321186956088736,0.18764215709074059,False,-1.3211869560887357
79,0.0006378093256649282,0.0006464562651390382,-0.0006353605771665318,0.0019109792284963882,True,0.9866240920841716,0.3247770630479849,False,0.9866240920841718
80,-4.9116560464384635e-05,0.0006225334294485803,-0.0012751713898810598,0.0011769382689522905,True,-0.07889786819623562,0.937176722111918,False,-0.07889786819623562
81,0.0015266725606304014,0.0005997481002357137,0.0003454925308626845,0.0027078525903981186,False,2.5455229621075692,0.011510451957633502,True,2.5455229621075692
82,0.0008422995798662511,0.0006608737414249675,-0.0004592649690872996,0.0021438641288198017,True,1.2745242049564498,0.2036563631000599,False,1.2745242049564498
83,0.000330290652540951,0.0006261463179312214,-0.0009028796170476837,0.0015634609221295856,True,0.5274975562137403,0.598314070536848,False,0.5274975562137404
84,-0.0008719367832206066,0.0006358951308484657,-0.0021243069521124066,0.00038043338567119334,True,-1.3711958795111292,0.17153857009712442,False,-1.3711958795111292
85,-0.0005667167467715589,0.0006088150525841447,-0.0017657537785716508,0.000632320285028533,True,-0.9308520615022614,0.3528245228120271,False,-0.9308520615022615
86,-0.00030419621700642494,0.0006497486920059472,-0.0015838504236033077,0.0009754579895904578,True,-0.46817518949871245,0.6400655956702681,False,-0.4681751894987125
87,-8.554567905294804e-05,0.0006878760874757645,-0.0014402902745952971,0.001269198916489401,True,-0.12436204806430634,0.9011281575754714,False,-0.12436204806430635
