intercept,slope,slope_se,slope_ci_lower,slope_ci_upper,slope_p_value,train_r2,train_mse,test_mse,baseline_test_mse
0.917676480670726,1.9894931630776567,0.053700193197345814,1.883921680465292,2.0950646456900213,4.561683034433845e-131,0.7752131114984209,1.038331696196237,1.038331696196237,4.922323718944905
